Postcode,Total,Males,Females,Occupied_Households,Number of connections, Average Speed/Mbps , Median Speed/Mbps , Maximum Speed/Mbps
MK419LQ,124,70,54,38,30,25.7,20,>=30
MK419LR,76,35,41,30,19,20,20,>=30
MK419LS,52,25,27,25,19,29.5,20,>=30
MK419LT,45,21,24,21,17,27.5,20,>=30
MK419LU,35,18,17,12,13,>=30,20,>=30
MK419LX,52,25,27,20,16,16.5,15.3,>=30
MK419LZ,41,18,23,12,11,13.5,5.9,>=30
MK419NA,39,19,20,20,15,20.5,5.6,>=30
MK419NB,15,6,9,7,6,>=30,>=30,>=30
MK419ND,21,12,9,11,7,27.7,>=30,>=30
MK419NE,57,27,30,26,17,22.9,20,>=30
MK419NF,36,15,21,22,12,>=30,>=30,>=30
MK419NH,19,7,12,9,5,14.1,11.3,>=30
MK419NP,52,24,28,26,18,14.2,6.7,>=30
MK419NR,17,7,10,13,6,12.6,4.9,>=30
MK419NS,40,21,19,14,14,17.6,9.4,>=30
MK419NT,51,25,26,21,16,18.2,9.2,>=30
MK419NU,42,19,23,16,14,24.4,20,>=30
MK419NX,18,8,10,6,6,20.9,5.2,>=30
MK419PA,37,22,15,11,10,23.6,12.8,>=30
MK419PB,9,5,4,5,4,16.6,20,23.2
MK419PD,51,24,27,18,15,>=30,20,>=30
MK419PH,94,37,57,40,29,24.5,10.9,>=30
MK419PR,24,10,14,7,4,>=30,>=30,>=30
MK419PS,17,10,7,7,7,20.3,20,>=30
MK419PT,64,29,35,22,17,>=30,>=30,>=30
MK419PU,9,2,7,5,3,9.7,5.5,20
MK419PX,47,18,29,16,9,>=30,15.9,>=30
MK419QA,55,32,23,18,13,>=30,20,>=30
MK419QB,13,8,5,11,5,>=30,>=30,>=30
MK419QD,20,10,10,12,2,N/A,N/A,N/A
MK419QG,9,3,6,5,6,6.2,6.1,10.2
MK419QJ,1,1,0,1,1,N/A,N/A,N/A
MK419QL,28,15,13,11,6,21,20,>=30
MK419QN,9,6,3,3,6,15.1,11,>=30
MK419QP,87,47,40,32,24,29.8,20,>=30
MK419QQ,14,6,8,11,6,>=30,>=30,>=30
MK419QR,56,24,32,23,18,23.9,20,>=30
MK419QS,68,35,33,23,21,25.2,20,>=30
MK419QT,39,17,22,18,12,21.4,15.6,>=30
MK419QU,63,27,36,23,21,28,20,>=30
MK419QW,59,31,28,18,17,28,20,>=30
MK419QX,69,34,35,25,20,23.5,20,>=30
MK419QY,52,29,23,20,18,>=30,25,>=30
MK419QZ,17,8,9,11,11,19.3,20,>=30
MK419RA,100,46,54,38,31,24,20,>=30
MK419RB,69,32,37,32,26,24,20,>=30
MK419RD,42,20,22,15,12,14.8,9.8,>=30
MK419RE,66,36,30,25,18,>=30,20,>=30
MK419RF,55,25,30,20,16,27.1,25,>=30
MK419RG,90,47,43,33,28,25.8,20,>=30
MK419RH,59,24,35,25,20,24.8,20,>=30
MK419RJ,32,14,18,18,8,27.4,20.1,>=30
MK419RL,20,9,11,11,10,15.5,12.8,>=30
MK419RP,72,33,39,28,25,20.7,20,>=30
MK419RQ,70,35,35,29,21,16.8,7.3,>=30
MK419RR,15,8,7,7,5,6.4,3.6,20
MK419RS,25,11,14,11,12,22.8,12.6,>=30
MK419RW,18,7,11,15,8,21.4,25,>=30
MK419RX,46,22,24,15,13,13.6,2.8,>=30
MK419RY,42,22,20,19,12,10.4,2.7,>=30
MK419RZ,18,8,10,7,5,29.3,20,>=30
MK419SE,99,48,51,43,34,23.2,20,>=30
MK419SF,89,44,45,38,31,19.3,20,>=30
MK419SG,29,14,15,11,12,14.3,17.5,>=30
MK419SH,34,17,17,14,12,23.9,21,>=30
MK419SJ,18,3,15,8,5,>=30,6.1,>=30
MK419SL,20,8,12,8,9,>=30,>=30,>=30
MK419SN,56,24,32,18,14,26,>=30,>=30
MK419SP,65,31,34,27,16,27.3,20,>=30
MK419SQ,14,8,6,7,4,19.2,6.4,>=30
MK419SR,53,25,28,24,19,23.8,7,>=30
MK419SS,56,27,29,26,21,22.6,20,>=30
MK419ST,32,17,15,16,12,25.7,20,>=30
MK419SU,66,24,42,18,14,>=30,20,>=30
MK419SW,11,11,0,10,6,>=30,>=30,>=30
MK419SX,135,69,66,54,50,29.1,20,>=30
MK419SY,54,18,36,22,16,>=30,>=30,>=30
MK419SZ,67,40,27,16,14,22.9,20,>=30
MK419TA,22,14,8,9,5,23.2,25,>=30
MK419TB,28,16,12,10,9,>=30,>=30,>=30
MK419TE,12,7,5,12,5,17.5,20,>=30
MK419TF,37,19,18,14,10,>=30,>=30,>=30
MK419TG,6,3,3,1,2,N/A,N/A,N/A
MK419TH,49,22,27,14,12,>=30,25,>=30
MK419TJ,5,3,2,1,5,28.9,17,>=30
MK419TQ,44,23,21,18,17,>=30,>=30,>=30
MK419TT,37,15,22,15,14,>=30,20,>=30
MK419TU,24,12,12,7,6,>=30,>=30,>=30
MK419TW,12,5,7,6,4,>=30,>=30,>=30
MK420AB,6,4,2,2,<3,N/A,N/A,N/A
MK420AE,29,14,15,16,18,>=30,20,>=30
MK420AF,34,21,13,24,16,>=30,>=30,>=30
MK420AH,12,8,4,4,1,N/A,N/A,N/A
MK420AL,32,9,23,32,11,19.7,19,>=30
MK420AR,1,0,1,0,0,N/A,N/A,N/A
MK420AS,11,5,6,9,18,20.3,16.5,>=30
MK420AT,34,18,16,19,14,>=30,>=30,>=30
MK420AU,10,7,3,9,7,>=30,>=30,>=30
MK420AX,2,1,1,1,3,>=30,20.5,>=30
MK420AY,3,2,1,1,<3,N/A,N/A,N/A
MK420AZ,19,10,9,10,10,11.9,4.3,>=30
MK420BE,42,18,24,27,13,11.4,9.7,>=30
MK420BH,83,46,37,33,27,28.7,20,>=30
MK420BJ,12,6,6,7,7,>=30,>=30,>=30
MK420BN,36,22,14,17,15,>=30,20,>=30
MK420BS,26,8,18,23,3,11.1,10.5,14.8
MK420BT,53,22,31,20,21,19.2,19.4,>=30
MK420BU,1,0,1,1,<3,N/A,N/A,N/A
MK420BY,38,16,22,17,7,21.7,15,>=30
MK420BZ,102,50,52,43,32,25.2,20,>=30
MK420DA,118,60,58,48,33,25.9,20,>=30
MK420DB,138,67,71,40,34,25.9,20,>=30
MK420DD,76,34,42,32,22,17.9,8.7,>=30
MK420DE,69,31,38,23,17,>=30,26.7,>=30
MK420DF,78,37,41,36,25,20.2,20,>=30
MK420DG,15,9,6,10,9,21.8,6.5,>=30
MK420DH,11,6,5,6,11,>=30,>=30,>=30
MK420DS,109,55,54,38,36,>=30,>=30,>=30
MK420DT,89,30,59,33,24,26.9,20,>=30
MK420DU,18,11,7,6,4,>=30,20,>=30
MK420DX,158,70,88,56,43,26.9,20,>=30
MK420DY,115,60,55,31,27,27.1,8.9,>=30
MK420DZ,94,42,52,33,20,29.6,20,>=30
MK420EA,45,26,19,17,15,>=30,25,>=30
MK420EB,75,29,46,27,23,>=30,20,>=30
MK420ED,31,15,16,8,6,24.3,20,>=30
MK420EH,80,34,46,41,28,16.7,10.9,>=30
MK420EJ,106,50,56,36,23,28.9,20,>=30
MK420EL,109,51,58,39,32,19.8,12.1,>=30
MK420EN,79,42,37,21,15,4.7,4.5,10.7
MK420EP,81,34,47,30,24,22.7,12.1,>=30
MK420EQ,106,38,68,35,25,3.7,4.2,6.1
MK420ER,35,15,20,11,7,17.4,20,>=30
MK420ES,52,21,31,20,11,29.1,18.4,>=30
MK420ET,64,30,34,26,17,23.6,20,>=30
MK420EU,125,69,56,50,44,23.8,20,>=30
MK420EW,104,46,58,34,31,4.3,4.2,10.4
MK420FB,74,34,40,23,16,2.1,2,3
MK420FD,91,51,40,35,30,1.3,1.3,2.3
MK420FE,73,41,32,24,22,1.4,1.4,2.6
MK420FF,59,29,30,24,21,1.8,1.5,2.7
MK420FG,251,106,145,79,58,24.1,20,>=30
MK420FH,27,14,13,9,8,2,2.1,2.3
MK420FJ,11,7,4,4,6,2.2,2.2,2.7
MK420FL,32,17,15,11,12,2.1,2,2.8
MK420FN,71,36,35,26,20,1.5,1.4,2.6
MK420FP,93,45,48,32,30,2,2,3.9
MK420FR,54,24,30,19,19,1.2,1.3,2
MK420FS,90,45,45,36,30,1.2,1.1,2.1
MK420HA,24,14,10,8,6,18.4,20,>=30
MK420HB,4,3,1,2,6,14.1,9.3,>=30
MK420HD,80,44,36,31,29,29.8,>=30,>=30
MK420HE,60,33,27,38,31,26.7,>=30,>=30
MK420HF,52,26,26,30,21,29.8,>=30,>=30
MK420HG,75,42,33,44,30,26.1,20,>=30
MK420HH,86,39,47,30,22,25.6,>=30,>=30
MK420HJ,83,39,44,34,26,12.7,6.6,>=30
MK420HL,3,1,2,1,1,N/A,N/A,N/A
MK420HN,84,47,37,32,22,27.2,>=30,>=30
MK420HP,84,45,39,33,25,20.5,20,>=30
MK420HQ,44,21,23,29,14,25.3,>=30,>=30
MK420HR,79,40,39,32,23,>=30,20,>=30
MK420HS,84,38,46,30,25,>=30,20,>=30
MK420HT,105,51,54,39,31,23.7,20,>=30
MK420HW,85,46,39,31,22,28,>=30,>=30
MK420HX,61,28,33,22,13,14.2,8.2,>=30
MK420HY,88,41,47,34,30,20.8,20,>=30
MK420HZ,67,28,39,23,16,>=30,>=30,>=30
MK420JA,62,24,38,21,18,21.1,10.5,>=30
MK420JB,29,14,15,9,6,23.2,19.1,>=30
MK420JD,86,45,41,31,19,24.7,20,>=30
MK420JF,15,11,4,7,6,19.7,13.5,>=30
MK420JH,99,43,56,36,28,>=30,20,>=30
MK420JJ,63,30,33,23,21,28,20,>=30
MK420JL,104,50,54,25,19,25.9,20,>=30
MK420JP,69,36,33,15,11,20.5,20,>=30
MK420JR,92,39,53,32,31,18.4,10.1,>=30
MK420JS,73,39,34,32,25,24.7,20,>=30
MK420JU,29,15,14,16,11,18.4,4.3,>=30
MK420LD,7,4,3,3,2,N/A,N/A,N/A
MK420LH,14,8,6,7,9,14.2,3.9,>=30
MK420LP,13,3,10,10,7,18.6,20,>=30
MK420LR,139,62,77,57,38,25.1,13.5,>=30
MK420LS,78,35,43,38,22,17.8,7.3,>=30
MK420LT,17,7,10,12,5,16.7,5.5,>=30
MK420LU,101,50,51,49,29,22.6,20,>=30
MK420LW,1,1,0,1,2,N/A,N/A,N/A
MK420LX,89,42,47,39,29,21.7,20,>=30
MK420LY,106,44,62,50,30,26.5,20,>=30
MK420NA,125,63,62,53,36,27.5,20,>=30
MK420NB,52,26,26,28,13,20,7,>=30
MK420ND,18,9,9,7,6,20.8,13.1,>=30
MK420NE,35,15,20,12,7,16.2,5,>=30
MK420NF,77,35,42,32,22,29.3,20,>=30
MK420NG,32,16,16,15,10,28.5,>=30,>=30
MK420NH,96,47,49,37,28,28.5,25,>=30
MK420NJ,29,14,15,15,9,11.5,6.8,>=30
MK420NQ,42,19,23,16,11,18.3,20,>=30
MK420NS,26,12,14,10,6,16.3,13.8,>=30
MK420NT,42,22,20,26,15,24.3,15.4,>=30
MK420NX,19,10,9,8,9,25,12.5,>=30
MK420PB,54,33,21,19,17,26.2,20,>=30
MK420PG,9,7,2,8,2,N/A,N/A,N/A
MK420PJ,2,1,1,1,<3,N/A,N/A,N/A
MK420PL,124,76,48,46,33,23.5,20,>=30
MK420PP,28,18,10,15,7,>=30,>=30,>=30
MK420PR,28,14,14,20,12,18.3,12,>=30
MK420PS,67,32,35,29,16,22.5,11.2,>=30
MK420PT,9,5,4,3,3,26.7,>=30,>=30
MK420PX,178,78,100,66,42,21.5,8.4,>=30
MK420PY,44,24,20,16,13,>=30,>=30,>=30
MK420PZ,33,17,16,15,10,16.8,9,>=30
MK420QA,39,22,17,16,11,>=30,>=30,>=30
MK420QD,34,18,16,13,14,>=30,>=30,>=30
MK420QE,8,3,5,0,<3,N/A,N/A,N/A
MK420QF,14,11,3,13,1,N/A,N/A,N/A
MK420QH,27,11,16,11,9,>=30,11.3,>=30
MK420QJ,149,73,76,49,50,26.5,12.3,>=30
MK420QN,76,39,37,35,30,14.6,7.1,>=30
MK420QP,60,26,34,21,16,24.7,20,>=30
MK420QQ,48,22,26,20,14,>=30,20,>=30
MK420QR,59,28,31,21,16,26.5,25,>=30
MK420QS,37,20,17,16,12,19,9.2,>=30
MK420QT,37,16,21,17,10,21.2,19.5,>=30
MK420QU,42,18,24,18,13,20.9,20,>=30
MK420QX,36,14,22,14,12,>=30,>=30,>=30
MK420QY,30,18,12,10,10,>=30,25,>=30
MK420QZ,10,5,5,5,4,>=30,20,>=30
MK420RA,22,12,10,9,7,29.7,18.8,>=30
MK420RB,174,89,85,48,37,22.9,20,>=30
MK420RD,18,8,10,8,6,>=30,>=30,>=30
MK420RE,52,26,26,27,25,19.6,20,>=30
MK420RF,36,20,16,16,15,26.5,16.8,>=30
MK420RG,30,18,12,11,11,16.3,4.4,>=30
MK420RH,38,22,16,14,7,>=30,>=30,>=30
MK420RJ,10,5,5,8,3,13.4,13.3,19.7
MK420RL,62,16,46,51,12,18.3,15.4,>=30
MK420RN,50,21,29,24,21,16.3,20,>=30
MK420RP,87,37,50,40,24,23.4,20,>=30
MK420RQ,58,32,26,20,16,28.3,20,>=30
MK420RR,7,3,4,3,3,>=30,20,>=30
MK420RS,83,36,47,31,24,26.9,20,>=30
MK420RT,50,28,22,23,22,>=30,>=30,>=30
MK420RU,48,23,25,17,14,26.9,20,>=30
MK420RW,54,25,29,21,17,>=30,>=30,>=30
MK420RX,75,38,37,27,25,15.5,4.7,>=30
MK420RY,54,24,30,26,19,22.6,20,>=30
MK420RZ,95,48,47,38,30,27.2,25,>=30
MK420SA,137,66,71,60,41,20.6,10,>=30
MK420SB,43,23,20,14,12,28.2,20,>=30
MK420SD,121,60,61,37,27,17.5,16.6,>=30
MK420SE,123,56,67,47,37,28.9,20,>=30
MK420SF,65,33,32,22,17,26.3,20,>=30
MK420SG,33,16,17,12,9,>=30,>=30,>=30
MK420SH,38,16,22,13,9,>=30,>=30,>=30
MK420SJ,24,13,11,11,8,22.3,20,>=30
MK420SL,36,21,15,17,8,25.1,>=30,>=30
MK420SN,40,18,22,18,17,24.8,20,>=30
MK420SP,69,37,32,31,27,16.5,5.6,>=30
MK420SQ,27,13,14,11,10,29.6,>=30,>=30
MK420SR,63,30,33,27,24,14.4,4.6,>=30
MK420SS,54,30,24,21,18,26.8,20,>=30
MK420ST,20,11,9,12,5,26.7,20,>=30
MK420SU,21,12,9,15,3,3.4,3.1,4.4
MK420SW,45,22,23,16,14,23.5,20,>=30
MK420SZ,19,12,7,11,9,2.2,2.1,2.8
MK420TA,2,1,1,1,<3,N/A,N/A,N/A
MK420TB,35,21,14,17,11,1.7,1.5,2.7
MK420TD,2,1,1,1,<3,N/A,N/A,N/A
MK420TE,88,35,53,28,23,26.2,20,>=30
MK420TL,65,29,36,24,24,23.2,20,>=30
MK420TN,11,3,8,4,6,>=30,>=30,>=30
MK420TP,29,12,17,11,9,>=30,20,>=30
MK420TQ,88,33,55,29,28,24.9,20,>=30
MK420TR,3,2,1,1,<3,N/A,N/A,N/A
MK420TS,14,5,9,6,6,>=30,>=30,>=30
MK420TT,6,4,2,1,<3,N/A,N/A,N/A
MK420TU,85,43,42,26,25,>=30,>=30,>=30
MK420TW,65,30,35,17,15,>=30,>=30,>=30
MK420TX,51,25,26,17,18,22.8,12.5,>=30
MK420TY,54,23,31,21,17,29.2,20,>=30
MK420TZ,22,14,8,8,7,>=30,>=30,>=30
MK420UA,52,27,25,21,17,16.8,20,>=30
MK420UB,81,42,39,27,25,27,20,>=30
MK420UD,63,34,29,21,17,>=30,>=30,>=30
MK420UE,11,8,3,9,5,>=30,>=30,>=30
MK420UF,48,23,25,13,8,15.8,20,>=30
MK420UG,8,3,5,5,2,N/A,N/A,N/A
MK420UH,46,20,26,18,16,19.1,20,>=30
MK420UJ,28,15,13,10,10,2,2.3,2.7
MK420UL,33,16,17,12,13,>=30,>=30,>=30
MK420UN,39,17,22,13,11,>=30,>=30,>=30
MK420UP,13,6,7,6,4,>=30,>=30,>=30
MK420UR,26,10,16,9,8,20.9,11.3,>=30
MK420UT,43,21,22,16,16,27.8,20,>=30
MK420UU,43,16,27,15,12,2,1.9,3.1
MK420UW,28,15,13,12,12,>=30,>=30,>=30
MK420UX,57,25,32,18,16,1.7,1.8,2.9
MK420UY,42,17,25,17,16,26.1,25,>=30
MK420UZ,38,24,14,15,15,19.9,20,>=30
MK420WA,60,31,29,25,16,18.3,20,>=30
MK420WB,27,12,15,10,9,28.6,25,>=30
MK420WD,21,11,10,10,10,23.6,20,>=30
MK420WE,49,22,27,21,19,13.6,4.5,>=30
MK420XA,71,33,38,30,23,16.3,3,>=30
MK420XB,18,8,10,8,9,27.1,20,>=30
MK420XD,78,32,46,37,23,29.8,>=30,>=30
MK420XJ,34,19,15,15,11,17.5,20,>=30
MK426AB,118,52,66,44,49,6.9,7.3,12.8
MK426AF,46,23,23,16,15,6.4,7.5,9.2
MK426AG,42,17,25,17,17,5.9,6.9,8.5
MK426AH,50,24,26,21,22,6.1,6.8,9.9
MK426AJ,32,13,19,14,12,5.6,6.8,8.4
MK426AS,47,25,22,20,22,9.2,9.9,14.7
MK426AW,56,23,33,22,25,10,10.8,14.4
MK426AX,21,10,11,8,21,6.8,8.2,9.8
MK426AY,20,6,14,10,10,5.7,6.7,9.2
MK426AZ,52,28,24,14,15,5.9,7.3,8.6
MK426BA,7,3,4,1,<3,N/A,N/A,N/A
MK426BD,39,19,20,13,9,6.3,7,9.3
MK426BE,22,8,14,12,7,9.5,10.4,11.8
MK426BG,41,16,25,15,15,3.2,3.9,4.9
MK426BH,39,21,18,15,14,9.2,10,13
MK426BJ,21,12,9,10,9,7.5,7.8,8.7
MK426BL,17,10,7,8,18,4.9,5.3,8.6
MK426BW,67,33,34,28,37,4.2,4.3,6.3
MK426BX,16,9,7,5,10,3.9,4.3,5.8
MK426BY,6,5,1,3,3,3.4,3.5,4.6
MK426BZ,25,13,12,11,11,6.1,6.4,7.9
MK426DA,18,9,9,9,17,6.9,6.8,11
MK426DB,5,2,3,1,13,3.8,3.6,6.1
MK426DH,31,13,18,9,11,8.3,9.7,11.3
MK427AA,52,25,27,24,18,20.5,20,>=30
MK427AB,24,11,13,7,6,15,15.8,20.1
MK427AH,29,14,15,18,18,27.8,22.8,>=30
MK427AL,22,14,8,11,6,20,20,>=30
MK427AR,38,14,24,17,13,>=30,23.1,>=30
MK427AS,9,6,3,6,4,23.3,22.3,>=30
MK427AT,67,32,35,29,20,29.1,21.1,>=30
MK427AU,37,15,22,16,12,28.6,20,>=30
MK427AX,24,12,12,11,11,18.7,19.8,22.3
MK427BA,92,46,46,34,31,>=30,21.8,>=30
MK427BB,64,31,33,26,24,>=30,20,>=30
MK427BD,4,1,3,1,5,>=30,>=30,>=30
MK427BE,36,16,20,14,11,>=30,23,>=30
MK427BF,40,19,21,10,11,20.8,21.2,23.3
MK427BG,75,31,44,34,27,>=30,20.8,>=30
MK427BH,27,13,14,10,10,25.9,10.5,>=30
MK427BJ,7,3,4,4,5,>=30,18.3,>=30
MK427BL,31,17,14,12,11,23.1,20,>=30
MK427BN,41,21,20,18,18,>=30,>=30,>=30
MK427BP,70,35,35,34,25,22.8,20,>=30
MK427BS,25,13,12,4,2,N/A,N/A,N/A
MK427BT,27,16,11,13,9,28.9,20,>=30
MK427BX,10,4,6,6,5,22.5,21.2,>=30
MK427BY,3,1,2,1,4,>=30,>=30,>=30
MK427DA,4,3,1,2,<3,N/A,N/A,N/A
MK427DB,19,9,10,8,7,>=30,20,>=30
MK427DD,29,16,13,11,12,>=30,25,>=30
MK427DE,44,24,20,16,13,25,20,>=30
MK427DF,30,17,13,12,7,>=30,20,>=30
MK427DG,71,35,36,26,21,25.8,19.4,>=30
MK427DH,27,11,16,10,7,>=30,20,>=30
MK427DJ,34,17,17,12,10,>=30,>=30,>=30
MK427DL,58,33,25,18,13,25.6,20,>=30
MK427DN,57,29,28,21,17,>=30,20,>=30
MK427DP,94,45,49,32,31,>=30,>=30,>=30
MK427DQ,24,12,12,10,9,>=30,>=30,>=30
MK427DR,73,36,37,29,23,29.6,20,>=30
MK427DS,40,22,18,18,13,25.2,20,>=30
MK427DT,79,42,37,26,27,>=30,20,>=30
MK427DU,57,31,26,25,19,20.4,17.4,>=30
MK427DW,60,28,32,22,17,25.1,20,>=30
MK427DX,76,33,43,30,21,27,20,>=30
MK427DY,39,19,20,17,10,>=30,25,>=30
MK427DZ,32,13,19,10,8,>=30,>=30,>=30
MK427EA,79,47,32,30,23,>=30,20,>=30
MK427ED,52,23,29,21,19,>=30,20,>=30
MK427EE,3,2,1,1,4,16.3,16.9,20.3
MK427EG,17,8,9,6,4,26.4,22.1,>=30
MK427EH,47,22,25,19,15,28.3,>=30,>=30
MK427EJ,35,15,20,16,15,>=30,21.4,>=30
MK427EL,70,33,37,22,19,25.8,17.5,>=30
MK427EN,28,12,16,10,9,28.3,20,>=30
MK427EP,33,16,17,11,10,>=30,25,>=30
MK427EQ,31,13,18,17,8,22.6,24.2,>=30
MK427ER,75,37,38,29,24,>=30,>=30,>=30
MK427ES,19,8,11,6,5,>=30,20,>=30
MK427ET,49,21,28,22,11,>=30,20,>=30
MK427EU,52,28,24,16,11,26.4,20,>=30
MK427EW,36,14,22,12,7,>=30,19.5,>=30
MK427EX,83,38,45,28,25,>=30,20,>=30
MK427EY,126,61,65,40,31,>=30,20,>=30
MK427EZ,91,50,41,32,17,>=30,20,>=30
MK427FA,4,2,2,4,0,N/A,N/A,N/A
MK427FF,16,9,7,9,39,27,16.6,>=30
MK427FG,36,17,19,16,17,16.5,13.3,>=30
MK427FJ,9,6,3,2,8,15.1,11.4,>=30
MK427FN,33,14,19,13,40,15.5,13.3,>=30
MK427HA,45,19,26,18,11,28.1,20,>=30
MK427HB,31,14,17,10,8,>=30,20,>=30
MK427HD,13,6,7,6,3,12.8,12.3,20
MK427HE,6,2,4,2,<3,N/A,N/A,N/A
MK427HF,77,42,35,31,18,26.7,20,>=30
MK427HG,89,41,48,32,24,>=30,>=30,>=30
MK427HH,68,29,39,25,17,22.1,20,>=30
MK427HJ,41,16,25,36,3,12.1,12.9,15.3
MK427HL,104,48,56,32,26,>=30,20,>=30
MK427HN,29,17,12,18,6,14.2,13.9,20
MK427HP,41,18,23,16,12,>=30,20.8,>=30
MK427HQ,56,26,30,23,16,23.4,16.7,>=30
MK427HR,28,14,14,14,14,>=30,17.7,>=30
MK427HS,42,22,20,13,9,>=30,>=30,>=30
MK427HT,73,40,33,28,19,23.4,20,>=30
MK427HX,19,10,9,7,5,16,20,20
MK427HY,35,18,17,9,9,>=30,>=30,>=30
MK427JA,17,11,6,6,3,>=30,>=30,>=30
MK427JB,113,51,62,36,29,>=30,>=30,>=30
MK427JD,70,34,36,26,23,24.1,20,>=30
MK427JH,103,47,56,39,35,>=30,>=30,>=30
MK427JJ,56,30,26,19,17,22.5,20,>=30
MK427JL,24,13,11,10,9,25.1,25,>=30
MK427JN,41,19,22,13,11,20.6,20,>=30
MK427JP,87,41,46,33,24,23.1,20,>=30
MK427JR,38,19,19,11,10,>=30,26,>=30
MK427JS,28,12,16,10,8,>=30,21.1,>=30
MK427JT,61,30,31,22,23,23,20,>=30
MK427JU,38,18,20,11,7,22.6,20,>=30
MK427JW,57,25,32,25,19,23.4,20,>=30
MK427JX,42,20,22,13,13,24.5,20,>=30
MK427LA,9,4,5,3,3,>=30,20,>=30
MK427LB,30,15,15,12,10,>=30,25.8,>=30
MK427LD,54,28,26,24,19,23.7,20,>=30
MK427LG,91,37,54,29,23,>=30,20.2,>=30
MK427LH,54,26,28,13,12,>=30,>=30,>=30
MK427LJ,3,1,2,1,<3,N/A,N/A,N/A
MK427LL,11,5,6,5,5,>=30,>=30,>=30
MK427LP,7,2,5,3,3,>=30,>=30,>=30
MK427LR,4,2,2,2,2,N/A,N/A,N/A
MK427LS,78,40,38,31,26,>=30,20,>=30
MK427LT,84,39,45,32,27,21.6,18.6,>=30
MK427LU,62,29,33,22,17,27,>=30,>=30
MK427LX,116,60,56,39,34,28.5,20,>=30
MK427NA,19,8,11,7,4,>=30,16,>=30
MK427NB,6,3,3,3,2,N/A,N/A,N/A
MK427ND,23,11,12,13,9,10.3,9.6,17.6
MK427NH,28,11,17,12,12,24.7,25.3,>=30
MK427NJ,19,9,10,7,4,13.4,9,>=30
MK427NL,103,57,46,34,30,>=30,>=30,>=30
MK427NP,55,28,27,17,13,24,20,>=30
MK427NS,63,34,29,20,19,26.5,20,>=30
MK427NT,78,38,40,23,22,29.5,20,>=30
MK427NU,44,21,23,13,14,22.3,17,>=30
MK427NX,53,27,26,22,16,>=30,20,>=30
MK427PA,56,29,27,19,15,22.9,20,>=30
MK427PB,88,40,48,36,22,29.6,>=30,>=30
MK427PD,61,27,34,22,24,>=30,20,>=30
MK427PE,34,13,21,15,13,26.7,20,>=30
MK427PF,37,18,19,14,12,>=30,25,>=30
MK427PH,59,29,30,23,22,26.2,18.6,>=30
MK427PJ,24,8,16,7,7,24.9,17.3,>=30
MK427PL,25,13,12,10,8,23.5,20,>=30
MK427PP,48,18,30,14,13,29.5,>=30,>=30
MK427PR,48,21,27,21,18,21.9,14.6,>=30
MK427PT,23,13,10,19,13,28.2,21.1,>=30
MK427PU,3,2,1,1,4,>=30,>=30,>=30
MK427QA,11,5,6,4,3,>=30,22.8,>=30
MK427QG,40,17,23,16,12,26.6,20.2,>=30
MK427QH,78,33,45,29,22,27.1,19.1,>=30
MK427QJ,86,40,46,37,19,>=30,20,>=30
MK427QL,20,8,12,8,6,21.1,20,>=30
MK427QP,32,14,18,10,7,>=30,>=30,>=30
MK427QQ,29,18,11,10,9,>=30,26,>=30
MK427QR,38,19,19,15,13,26.7,20,>=30
MK427QS,32,20,12,24,5,16.7,17.5,20
MK427QT,21,11,10,9,5,>=30,26,>=30
MK427QU,137,68,69,50,42,>=30,20,>=30
MK427QX,75,34,41,38,23,>=30,>=30,>=30
MK427RB,24,11,13,10,9,26.7,>=30,>=30
MK427RD,52,22,30,27,19,28.6,20,>=30
MK427RE,33,17,16,16,12,>=30,>=30,>=30
MK427RF,28,10,18,17,9,29.6,19,>=30
MK427RG,52,24,28,21,18,25.8,20,>=30
MK427RH,39,18,21,13,14,20.1,17.7,>=30
MK427RJ,44,26,18,16,13,>=30,>=30,>=30
MK427RL,42,21,21,16,14,>=30,>=30,>=30
MK427RN,47,23,24,16,14,25.2,19.2,>=30
MK427RP,180,101,79,63,47,>=30,20,>=30
MK427RQ,26,13,13,9,9,28.7,20,>=30
MK427RR,59,23,36,36,18,>=30,21.3,>=30
MK427RT,6,4,2,5,5,23.2,13.5,>=30
MK427RU,30,12,18,12,10,25.7,19.5,>=30
MK427RW,62,31,31,24,19,27.4,20,>=30
MK427RX,59,32,27,24,21,27,20,>=30
MK427RY,97,49,48,34,29,27.2,20,>=30
MK427RZ,16,9,7,8,7,>=30,22.5,>=30
MK427SF,97,47,50,31,25,>=30,25.9,>=30
MK427SG,69,37,32,18,17,>=30,20,>=30
MK427SQ,32,14,18,12,10,>=30,20,>=30
MK427SX,74,36,38,32,26,>=30,>=30,>=30
MK427TH,90,46,44,28,24,27.7,20,>=30
MK427TJ,44,23,21,15,14,29.5,20.4,>=30
MK427TP,53,28,25,23,17,26.1,20.2,>=30
MK427TR,30,15,15,12,7,28,19.5,>=30
MK427TS,71,32,39,24,22,>=30,>=30,>=30
MK427TT,64,29,35,25,23,28.1,15.7,>=30
MK427TY,41,20,21,15,21,21.4,15.7,>=30
MK427TZ,30,9,21,10,15,>=30,25,>=30
MK428AA,2,1,1,1,1,N/A,N/A,N/A
MK428AB,40,14,26,13,6,23.7,15.6,>=30
MK428AD,8,4,4,4,3,>=30,>=30,>=30
MK428AE,73,33,40,29,20,24.1,14.7,>=30
